City,Airport,Code,Country,longitude,latitude
Luhansk,Luhansk International Airport,VSG,Ukraine,39.3740997314,48.4174003601
Lviv,Lviv Danylo Halytskyi International Airport,LWO,Ukraine,23.956100463867188,49.8125
Mykolaiv Oblast,Mykolaiv International Airport,NLV,Ukraine,31.9197998046875,47.057899475097656
Odessa,Odessa International Airport,ODS,Ukraine,30.67650032043457,46.42679977416992
Simferopol,Simferopol International Airport,SIP,Ukraine,,
Zaporizhia,Zaporizhia International Airport,OZH,Ukraine,35.31570053100586,47.867000579833984
Aalborg,Aalborg Airport,AAL,Denmark,9.84924316406,57.0927589138
Aarhus,Aarhus Airport,AAR,Denmark,10.619000434899998,56.2999992371
Billund,Billund Airport,BLL,Denmark,9.15178012848,55.7402992249
Copenhagen,Copenhagen Airport,CPH,Denmark,12.656000137329,55.617900848389
Vágar,Vágar Airport,FAE,Faroe Islands,-7.277219772338867,62.0635986328125
Aland,Mariehamn Airport,MHQ,Finland,,
Helsinki,Helsinki-Vantaa Airport,HEL,Finland,24.963300704956,60.317199707031
Kittilä,Kittilä Airport,KTT,Finland,24.846799850464,67.700996398926
Kuopio,Kuopio Airport,KUO,Finland,27.797800064087,63.007099151611
Kuusamo,Kuusamo Airport,KAO,Finland,29.239400863647,65.987602233887
Lappeenranta,Lappeenranta Airport,LPP,Finland,28.144743,61.044601
Oulu,Oulu Airport,OUL,Finland,25.354600906372,64.930099487305
Rovaniemi,Rovaniemi Airport,RVN,Finland,25.830400466919,66.564796447754
Tampere,Tampere-Pirkkala Airport,TMP,Finland,23.604400634766,61.414100646973
Turku,Turku Airport,TKU,Finland,22.262800216675,60.514099121094
Vaasa,Vaasa Airport,VAA,Finland,21.762199401855,63.050701141357
Akureyri,Akureyri Airport,AEY,Iceland,-18.07270050048828,65.66000366210938
Reykjavik,Keflavik International Airport,KEF,Iceland,-22.6056,63.985001
Reykjavik,Reykjavik Airport,RKV,Iceland,-21.9405994415,64.1299972534
Ålesund,Ålesund Airport,AES,Norway,6.119699954986572,62.5625
Bergen,Bergen Airport,BGO,Norway,5.218140125,60.29339981
Bodø,Bodø Airport,BOO,Norway,14.365300178527832,67.26920318603516
Haugesund,Haugesund Airport,HAU,Norway,5.2083601951599,59.34529876709
Kristiansand,Kristiansand Airport,KRS,Norway,8.08537,58.204201
Kristiansund,Kristiansund Airport,KSU,Norway,7.824520111084,63.111801147461
Oslo,Oslo Airport-Gardermoen,OSL,Norway,11.100399971008,60.193901062012
Oslo,Moss Airport,RYG,Norway,10.785439,59.378817
Oslo,Sandefjord Airport,TRF,Norway,10.258600235,59.1866989136
Stavanger,Stavanger Airport,SVG,Norway,5.6377801895,58.876701354
Tromsø,Tromsø Airport,TOS,Norway,18.918899536132812,69.68329620361328
Trondheim,Trondheim Airport,TRD,Norway,10.9239998,63.4578018
Gothenburg,Gothenburg City Airport,GSE,Sweden,11.8704,57.7747
Gothenburg,Göteborg Landvetter Airport,GOT,Sweden,12.279800415039,57.662799835205
Luleå,Luleå Airport,LLA,Sweden,22.121999740601,65.543800354004
Malmö,Malmö Airport,MMX,Sweden,13.376197814900001,55.536305364
Norrköping,Norrköping Airport,NRK,Sweden,16.250600814819336,58.586299896240234
Östersund,Åre Östersund Airport,OSD,Sweden,14.50030040741,63.194400787354
Stockholm,Stockholm-Arlanda Airport,ARN,Sweden,17.918600082397,59.651901245117
Stockholm,Stockholm-Bromma Airport,BMA,Sweden,17.941699981689453,59.354400634765625
Stockholm,Stockholm-Skavsta Airport,NYO,Sweden,16.912200927734375,58.78860092163086
Stockholm,Stockholm-Västerås Airport,VST,Sweden,16.63360023498535,59.58940124511719
Umeå,Umeå Airport,UME,Sweden,20.282800674438,63.791801452637
Växjö,Växjö Airport,VXO,Sweden,14.727999687194824,56.929100036621094
Visby,Visby Airport,VBY,Sweden,18.346200942993,57.662799835205
Birmingham,Birmingham International Airport,BHX,United Kingdom,-1.74802994728,52.453899383499994
Bournemouth,Bournemouth Airport,BOH,United Kingdom,-1.8424999713897705,50.779998779296875
Bristol,Bristol Airport,BRS,United Kingdom,-2.71909,51.382702
Cardiff,Cardiff Airport,CWL,United Kingdom,-3.343329906463623,51.39670181274414
Doncaster,Robin Hood Airport Doncaster Sheffield,DSA,United Kingdom,-1.01065635681,53.4805378105
Middlesbrough,Durham Tees Valley Airport,MME,United Kingdom,-1.4294099807739258,54.50920104980469
Nottingham,East Midlands Airport,EMA,United Kingdom,-1.32806003094,52.8311004639
Exeter,Exeter International Airport,EXT,United Kingdom,-3.4138898849487305,50.73440170288086
Leeds,Leeds Bradford International Airport,LBA,United Kingdom,-1.6605700254440308,53.86589813232422
Liverpool,Liverpool John Lennon Airport,LPL,United Kingdom,-2.849720001220703,53.33359909057617
London,London City Airport,LCY,United Kingdom,0.055278,51.505299
London,Gatwick Airport,LGW,United Kingdom,-0.190278,51.148102
London,Heathrow Airport,LHR,United Kingdom,-0.461941,51.4706
London,Luton Airport,LTN,United Kingdom,-0.36833301186561584,51.874698638916016
London,Southend Airport,SEN,United Kingdom,0.6955559849739075,51.5713996887207
London,Stansted Airport,STN,United Kingdom,0.234999999404,51.8849983215
Manchester,Manchester Airport,MAN,United Kingdom,-2.2749500274658203,53.35369873046875
Newcastle upon Tyne,Newcastle Airport,NCL,United Kingdom,-1.6916699409484863,55.037498474121094
Newquay,Newquay Cornwall Airport,NQY,United Kingdom,-4.995409965515137,50.44060134887695
Norwich,Norwich International Airport,NWI,United Kingdom,1.28278005123,52.6758003235
Southampton,Southampton Airport,SOU,United Kingdom,-1.3567999601364136,50.95029830932617
Aberdeen,Aberdeen Airport,ABZ,United Kingdom,-2.197779893875122,57.201900482177734
Edinburgh,Edinburgh Airport,EDI,United Kingdom,-3.372499942779541,55.95000076293945
Glasgow,Glasgow International Airport,GLA,United Kingdom,-4.43306,55.871899
Glasgow,Glasgow Prestwick Airport,PIK,United Kingdom,-4.586669921875,55.5093994140625
Inverness,Inverness Airport,INV,United Kingdom,-4.047500133514404,57.54249954223633
Belfast,Belfast International Airport,BFS,United Kingdom,-6.2158298492399995,54.6575012207
Belfast,George Best Belfast City Airport,BHD,United Kingdom,-5.872499942779541,54.618099212646484
Derry,City of Derry Airport,LDY,United Kingdom,-7.161109924316406,55.04280090332031
